Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,1017.049988,1035.469971,1006.530029,1033.300049,1033.300049,56085870
2017-01-04,1033.300049,1148.540039,1022.320007,1135.410034,1135.410034,170584623
2017-01-05,1135.410034,1150.630005,874.530029,989.349976,989.349976,244839289
2017-01-06,989.349976,1027.420044,852.549988,886.159973,886.159973,179160668
2017-01-09,900.859985,910.469971,870.909973,899.780029,899.780029,55963281
2017-01-10,899.780029,911.320007,890.119995,904.369995,904.369995,48644106
2017-01-11,904.369995,917.650024,751.630005,785.429993,785.429993,160194109
2017-01-12,785.429993,828.210022,739.549988,810.109985,810.109985,93986701
2017-01-13,810.109985,835.049988,771.000000,824.830017,824.830017,72555875
2017-01-17,827.340027,906.380005,825.039978,899.659973,899.659973,72272727
2017-01-18,899.659973,913.669983,845.869995,872.030029,872.030029,61042392
2017-01-19,872.030029,905.280029,870.710022,895.210022,895.210022,52300814
2017-01-20,895.210022,901.489990,878.900024,892.909973,892.909973,34847130
2017-01-23,918.840027,927.979980,910.849976,921.460022,921.460022,30261054
2017-01-24,921.460022,925.609985,889.150024,893.750000,893.750000,53468911
2017-01-25,893.750000,905.700012,883.630005,894.409973,894.409973,34014866
2017-01-26,894.409973,919.320007,893.489990,915.559998,915.559998,30795685
2017-01-27,915.559998,922.559998,907.919983,918.010010,918.010010,28503144
2017-01-30,914.549988,922.349976,911.510010,920.729980,920.729980,17604172
2017-01-31,920.729980,967.450012,917.380005,965.489990,965.489990,51869216
2017-02-01,965.489990,986.570007,959.820007,982.429993,982.429993,44035816
2017-02-02,982.429993,1009.130005,973.500000,1003.969971,1003.969971,50633910
2017-02-03,1003.969971,1023.719971,989.210022,1013.020020,1013.020020,62431017
2017-02-06,1016.109985,1030.599976,1010.830017,1024.670044,1024.670044,32828350
2017-02-07,1024.670044,1054.099976,1019.869995,1049.560059,1049.560059,41318349
2017-02-08,1049.560059,1069.229980,1020.330017,1055.489990,1055.489990,68336320
2017-02-09,1055.489990,1073.030029,924.650024,978.960022,978.960022,145839317
2017-02-10,978.960022,1005.599976,947.020020,997.609985,997.609985,60639111
2017-02-13,996.520020,1007.609985,975.099976,995.359985,995.359985,32785064
2017-02-14,995.359985,1013.799988,986.460022,1008.340027,1008.340027,39810076
2017-02-15,1008.340027,1010.929993,999.729980,1008.190002,1008.190002,23569549
2017-02-16,1008.190002,1040.280029,1007.390015,1031.930054,1031.930054,39114743
2017-02-17,1031.930054,1057.390015,1025.869995,1049.410034,1049.410034,47815360
2017-02-21,1077.560059,1123.030029,1073.540039,1119.030029,1119.030029,62908569
2017-02-22,1119.030029,1132.250000,1094.829956,1120.459961,1120.459961,53647453
2017-02-23,1120.459961,1181.599976,1113.540039,1171.910034,1171.910034,75663167
2017-02-24,1171.910034,1211.739990,1092.410034,1176.489990,1176.489990,126978010
2017-02-27,1171.579956,1195.819946,1164.270020,1188.829956,1188.829956,42035366
2017-02-28,1188.829956,1208.219971,1175.750000,1189.270020,1189.270020,60371869
2017-03-01,1189.270020,1225.040039,1154.550049,1222.660034,1222.660034,61964760
2017-03-02,1222.660034,1286.979980,1211.959961,1255.469971,1255.469971,98040639
2017-03-03,1255.469971,1291.349976,1250.800049,1283.300049,1283.300049,85876262
2017-03-06,1271.219971,1280.609985,1261.000000,1277.010010,1277.010010,39591110
2017-03-07,1277.010010,1280.890015,1148.660034,1232.689941,1232.689941,108673876
2017-03-08,1232.689941,1242.040039,1136.880005,1146.969971,1146.969971,116342973
2017-03-09,1146.969971,1206.969971,1129.349976,1191.329956,1191.329956,70427061
2017-03-10,1191.329956,1330.420044,988.690002,1112.390015,1112.390015,223836041
2017-03-13,1225.109985,1245.630005,1205.609985,1238.189941,1238.189941,74376298
2017-03-14,1238.189941,1255.520020,1218.380005,1243.140015,1243.140015,56058617
2017-03-15,1243.140015,1256.949951,1236.430054,1253.430054,1253.430054,54486699
2017-03-16,1253.430054,1260.239990,1118.959961,1172.880005,1172.880005,159409024
2017-03-17,1172.880005,1174.900024,1063.479980,1071.709961,1071.709961,183879768
2017-03-20,1022.599976,1057.500000,1005.049988,1047.510010,1047.510010,63833143
2017-03-21,1047.510010,1125.530029,1043.869995,1121.290039,1121.290039,101051998
2017-03-22,1121.290039,1121.880005,997.780029,1044.719971,1044.719971,120730492
2017-03-23,1044.719971,1062.790039,1022.020020,1035.030029,1035.030029,58898141
2017-03-24,1035.030029,1038.380005,927.349976,939.700012,939.700012,130042865
2017-03-27,1045.140015,1068.410034,1015.450012,1044.420044,1044.420044,83567551
2017-03-28,1044.420044,1058.660034,1008.340027,1041.900024,1041.900024,71261535
2017-03-29,1041.900024,1052.660034,1020.929993,1037.910034,1037.910034,77633883
2017-03-30,1037.910034,1088.199951,1035.180054,1079.109985,1079.109985,96543920
2017-03-31,1079.109985,1103.739990,1067.469971,1086.119995,1086.119995,55020078
2017-04-03,1147.560059,1161.189941,1122.150024,1141.770020,1141.770020,81164094
2017-04-04,1141.770020,1143.839966,1110.060059,1129.869995,1129.869995,78335573
