Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,384.619995,387.950012,382.279999,386.429993,373.453522,743900
2017-01-04,384.649994,386.970001,383.160004,386.660004,373.675781,680800
2017-01-05,384.980011,386.700012,380.079987,382.540009,369.694153,468400
2017-01-06,383.570007,385.470001,381.429993,384.299988,371.395020,453400
2017-01-09,384.350006,385.429993,380.010010,380.420013,367.645355,505300
2017-01-10,381.779999,382.279999,378.549988,380.309998,367.539001,452800
2017-01-11,379.670013,382.470001,377.100006,380.950012,368.157593,948800
2017-01-12,379.619995,379.869995,372.209991,378.290009,365.586823,777400
2017-01-13,378.690002,386.950012,375.950012,379.350006,366.611267,620400
2017-01-17,377.100006,377.100006,373.339996,374.799988,362.214081,647300
2017-01-18,376.160004,378.040009,373.390015,378.000000,365.306580,508500
2017-01-19,377.670013,379.700012,376.100006,377.350006,364.678436,456100
2017-01-20,379.279999,381.630005,378.829987,381.399994,368.592438,660900
2017-01-23,381.339996,381.339996,376.029999,378.059998,365.364563,502800
2017-01-24,380.100006,383.390015,378.540009,381.380005,368.573090,615100
2017-01-25,384.980011,388.820007,383.890015,388.329987,375.289703,597000
2017-01-26,382.549988,388.279999,378.410004,379.420013,366.678955,836500
2017-01-27,380.450012,381.369995,372.899994,375.059998,362.465302,686900
2017-01-30,374.809998,375.529999,370.700012,375.179993,362.581268,591800
2017-01-31,374.690002,375.269989,372.200012,373.980011,361.421661,714600
2017-02-01,375.209991,378.109985,370.869995,373.000000,360.474518,618900
2017-02-02,366.450012,372.450012,365.829987,371.640015,359.160156,832400
2017-02-03,372.000000,378.640015,371.570007,378.000000,365.306580,953400
2017-02-06,374.549988,378.829987,374.549988,377.420013,364.746124,546500
2017-02-07,377.630005,379.000000,376.519989,376.890015,364.233917,546900
2017-02-08,375.079987,376.260010,373.799988,374.559998,361.982086,433800
2017-02-09,376.480011,379.910004,375.690002,378.570007,365.857452,493000
2017-02-10,380.190002,383.940002,379.850006,382.890015,370.032379,578300
